region,country_code,country_name,city_name,event_area,month,event_name,event_type,description,event_url,enabled,display_order
AMERICA,US,미국,뉴욕,맨해튼/도심 전역,1,뉴욕 크리스마스 시즌,SEASONAL,"록펠러센터 트리, 홀리데이 마켓, 아이스링크, 공연과 조명 명소가 이어지는 뉴욕 대표 겨울 시즌이다.",https://www.nyctourism.com/things-to-do/holidays/,true,1
AMERICA,US,미국,뉴욕,브롱크스,1,뉴욕 식물원 홀리데이 트레인 쇼,SEASONAL,뉴욕 식물원에서 미니어처 기차와 식물 재료로 만든 뉴욕 랜드마크를 함께 전시하는 겨울 대표 행사다.,https://www.nybg.org/event/holiday-train-show-2025/,true,2
AMERICA,US,미국,뉴욕,브루클린 다이커 하이츠,1,다이커 하이츠 크리스마스 조명 시즌,SEASONAL,브루클린 다이커 하이츠 주택가가 대형 크리스마스 조명과 장식으로 꾸며지는 뉴욕 대표 홀리데이 명소다.,https://www.nyctourism.com/things-to-do/holidays/,true,3
AMERICA,US,미국,뉴욕,차이나타운,2,뉴욕 음력설 축제,CULTURAL_FESTIVAL,"맨해튼 차이나타운에서 사자춤, 퍼레이드, 문화 공연으로 음력설을 기념하는 연례 축제다.",https://www.nyctourism.com/events/lunar-new-year-parade-festival/,true,4
AMERICA,US,미국,뉴욕,맨해튼 5번가,3,뉴욕 성 패트릭의 날 퍼레이드,CULTURAL_FESTIVAL,"5번가를 따라 진행되는 대규모 아일랜드 문화 퍼레이드로, 뉴욕의 대표 봄 퍼레이드 중 하나다.",https://www.nycstpatricksparade.org/,true,5
AMERICA,US,미국,뉴욕,맨해튼 5번가,4,뉴욕 부활절 퍼레이드와 보닛 페스티벌,RELIGIOUS_CULTURAL,부활절에 화려한 모자와 의상을 입은 시민들이 5번가를 걷는 뉴욕의 전통적인 봄 행사다.,https://www.nyctourism.com/events/easter-parade-and-easter-bonnet-festival1/,true,6
AMERICA,US,미국,뉴욕,브루클린 보태닉 가든,4,브루클린 보태닉 가든 하나미 벚꽃 시즌,NATURE,브루클린 보태닉 가든의 벚꽃 개화 시기에 맞춰 정원 산책과 봄꽃 감상을 즐기는 시즌 행사다.,https://www.bbg.org/visit/event/weekends_in_bloom,true,7
AMERICA,US,미국,뉴욕,뉴욕항/허드슨강 일대,5,플릿 위크 뉴욕,CULTURE,"해군, 해병대, 해안경비대 함정 공개와 시범 행사 등을 통해 해양 군 문화를 체험하는 주간 행사다.",https://cnrma.cnic.navy.mil/Operations-and-Management/Fleet-Week-New-York/,true,8
AMERICA,US,미국,뉴욕,맨해튼 뮤지엄 마일,6,뮤지엄 마일 페스티벌,ART,맨해튼 뮤지엄 마일 일대 박물관들이 무료 개방과 거리 문화 프로그램을 함께 운영하는 예술 행사다.,https://www.mcny.org/event/museum-mile-festival-2026,true,9
AMERICA,US,미국,뉴욕,브루클린 코니아일랜드,6,코니아일랜드 머메이드 퍼레이드,ART,"코니아일랜드에서 바다와 인어를 주제로 한 의상, 퍼포먼스, 거리 행렬이 펼쳐지는 대형 예술 퍼레이드다.",https://www.coneyisland.com/mermaidparade,true,10
AMERICA,US,미국,뉴욕,이스트강/브루클린 브리지 일대,7,메이시스 독립기념일 불꽃놀이,NATIONAL_HOLIDAY,미국 독립기념일에 뉴욕 스카이라인을 배경으로 열리는 대형 불꽃놀이 행사다.,https://www.macys.com/s/fireworks/,true,11
AMERICA,US,미국,뉴욕,맨해튼 리틀이탈리,9,산 젠나로 축제,RELIGIOUS_CULTURAL,"리틀이탈리 멀버리 스트리트 일대에서 이탈리아계 미국 문화, 음식, 거리 행사가 이어지는 전통 축제다.",https://sangennaronyc.org/,true,12
AMERICA,US,미국,뉴욕,그리니치 빌리지,10,빌리지 핼러윈 퍼레이드,SEASONAL,"그리니치 빌리지에서 창의적인 분장, 퍼펫, 음악 공연이 함께하는 뉴욕 대표 핼러윈 퍼레이드다.",https://halloween-nyc.com/,true,13
AMERICA,US,미국,뉴욕,맨해튼,11,메이시스 추수감사절 퍼레이드,HOLIDAY,"추수감사절 아침 대형 캐릭터 풍선, 퍼레이드카, 공연이 이어지는 미국 대표 명절 퍼레이드다.",https://www.macys.com/s/parade/,true,14
AMERICA,US,미국,뉴욕,맨해튼/도심 전역,11,뉴욕 크리스마스 시즌,SEASONAL,"록펠러센터 트리, 홀리데이 마켓, 아이스링크, 공연과 조명 명소가 이어지는 뉴욕 대표 겨울 시즌이다.",https://www.nyctourism.com/things-to-do/holidays/,true,15
AMERICA,US,미국,뉴욕,브롱크스,11,뉴욕 식물원 홀리데이 트레인 쇼,SEASONAL,뉴욕 식물원에서 미니어처 기차와 식물 재료로 만든 뉴욕 랜드마크를 함께 전시하는 겨울 대표 행사다.,https://www.nybg.org/event/holiday-train-show-2025/,true,16
