region,country_code,country_name,city_name,event_area,month,event_name,event_type,description,event_url,enabled,display_order
OCEANIA,AU,호주,시드니,차이나타운/도심 일대,1,시드니 설날 축제,CULTURAL_FESTIVAL,"음력설 일정에 따라 매년 1~3월 사이로 개최 시기가 달라질 수 있으며, 퍼레이드, 공연, 음식, 문화 프로그램이 이어지는 시드니 대표 설 축제다.",https://www.cityofsydney.nsw.gov.au/whats-on/sydney-lunar-festival,true,1
OCEANIA,AU,호주,시드니,도심/항구 일대,1,시드니 페스티벌,ART,"여름 시즌 시드니 전역에서 공연예술, 음악, 설치미술, 야외 프로그램이 열리는 대표 예술 축제다.",https://www.sydneyfestival.org.au/,true,2
OCEANIA,AU,호주,시드니,도심/하버 일대,1,시드니 호주 데이 행사,NATIONAL_HOLIDAY,"1월 26일 호주 데이를 맞아 시드니 항구와 도심 일대에서 공연, 가족 프로그램, 기념 행사가 열리는 국가 기념일 행사다.",https://www.australiaday.com.au/,true,3
OCEANIA,AU,호주,시드니,차이나타운/도심 일대,2,시드니 설날 축제,CULTURAL_FESTIVAL,"음력설 일정에 따라 매년 1~3월 사이로 개최 시기가 달라질 수 있으며, 퍼레이드, 공연, 음식, 문화 프로그램이 이어지는 시드니 대표 설 축제다.",https://www.cityofsydney.nsw.gov.au/whats-on/sydney-lunar-festival,true,4
OCEANIA,AU,호주,시드니,시드니 하버,3,한다 오페라 온 시드니 하버,ART,시드니 하버를 배경으로 대형 야외 무대에서 오페라 공연을 감상하는 시드니의 대표 공연예술 시즌 행사다.,https://opera.org.au/productions/the-phantom-of-the-opera-on-sydney-harbour/,true,5
OCEANIA,AU,호주,시드니,시드니 하버,4,한다 오페라 온 시드니 하버,ART,시드니 하버를 배경으로 대형 야외 무대에서 오페라 공연을 감상하는 시드니의 대표 공연예술 시즌 행사다.,https://opera.org.au/productions/the-phantom-of-the-opera-on-sydney-harbour/,true,6
OCEANIA,AU,호주,시드니,시드니 쇼그라운드,4,시드니 로열 이스터 쇼,FESTIVAL,"부활절 일정과 NSW 학교 방학에 따라 매년 개최 날짜가 달라질 수 있으며, 농업 전시, 놀이기구, 음식, 공연이 함께 열리는 대형 박람회다.",https://www.eastershow.com.au/,true,7
OCEANIA,AU,호주,시드니,도심 공연장 일대,4,시드니 코미디 페스티벌,ART,시드니 여러 공연장에서 국내외 코미디 공연과 스탠드업 무대가 이어지는 코미디 축제다.,https://www.sydneycomedyfest.com.au/,true,8
OCEANIA,AU,호주,시드니,시드니 하버,5,한다 오페라 온 시드니 하버,ART,시드니 하버를 배경으로 대형 야외 무대에서 오페라 공연을 감상하는 시드니의 대표 공연예술 시즌 행사다.,https://opera.org.au/productions/the-phantom-of-the-opera-on-sydney-harbour/,true,9
OCEANIA,AU,호주,시드니,도심/하버 일대,5,비비드 시드니,ART,"시드니 하버와 도심을 빛, 음악, 아이디어 프로그램으로 채우는 대표 겨울 예술·조명 축제다.",https://www.vividsydney.com/,true,10
OCEANIA,AU,호주,시드니,도심/하버 일대,6,비비드 시드니,ART,"시드니 하버와 도심을 빛, 음악, 아이디어 프로그램으로 채우는 대표 겨울 예술·조명 축제다.",https://www.vividsydney.com/,true,11
OCEANIA,AU,호주,시드니,바란가루,7,바란가루 윈터 페스티벌,SEASONAL,"바란가루 일대에서 겨울 분위기의 음식, 공연, 조명, 야외 프로그램을 즐길 수 있는 도심 겨울 시즌 행사다.",https://www.barangaroo.com/whats-on,true,12
OCEANIA,AU,호주,시드니,본다이,7,본다이 페스티벌,ART,"본다이 일대에서 공연, 코미디, 아이스링크, 가족 프로그램이 열리는 겨울 해변 문화 축제다.",https://www.bondifestival.com.au/,true,13
OCEANIA,AU,호주,시드니,본다이 비치,9,본다이 해변 바람 축제,CULTURAL_FESTIVAL,"본다이 해변에서 대형 연, 공연, 가족 프로그램이 펼쳐지는 봄철 해변 축제다.",https://akfs.org.au/bondi-festival-of-the-winds/,true,14
OCEANIA,AU,호주,시드니,도심 공연장/예술공간,9,시드니 프린지 페스티벌,ART,"독립 공연예술, 실험극, 코미디, 음악, 전시가 도시 곳곳에서 열리는 시드니 대표 프린지 축제다.",https://sydneyfringe.com/,true,15
OCEANIA,AU,호주,시드니,본다이-타마라마 해안,10,본다이 바다 조각전,ART,본다이에서 타마라마까지 이어지는 해안 산책로에 대형 조각 작품이 전시되는 야외 조각전이다.,https://sculpturebythesea.com/bondi/,true,16
OCEANIA,AU,호주,시드니,도심/하이드파크 일대,10,나이트 누들 마켓,FOOD_FESTIVAL,"아시아 길거리 음식, 야시장 분위기, 야외 식사 공간을 즐기는 시드니의 대표 야간 음식 행사다.",https://www.goodfoodevents.com.au/night-noodle-markets/,true,17
OCEANIA,AU,호주,시드니,본다이-타마라마 해안,11,본다이 바다 조각전,ART,본다이에서 타마라마까지 이어지는 해안 산책로에 대형 조각 작품이 전시되는 야외 조각전이다.,https://sculpturebythesea.com/bondi/,true,18
OCEANIA,AU,호주,시드니,도심/하버 일대,12,시드니 크리스마스 시즌,SEASONAL,"시드니 도심, 마틴 플레이스, 하버 일대에서 크리스마스 조명, 공연, 마켓이 이어지는 연말 시즌이다.",https://www.cityofsydney.nsw.gov.au/christmas,true,19
OCEANIA,AU,호주,시드니,시드니 하버,12,시드니 새해 전야 불꽃놀이,HOLIDAY,시드니 하버 브리지와 오페라하우스 일대에서 열리는 세계적인 새해맞이 카운트다운 불꽃놀이다.,https://www.sydneynewyearseve.com/,true,20
OCEANIA,AU,호주,멜버른,차이나타운/도심 일대,1,멜버른 설날 축제,CULTURAL_FESTIVAL,"음력설 일정에 따라 매년 1~2월 사이로 개최 시기가 달라질 수 있으며, 퍼레이드, 공연, 음식, 문화 프로그램이 열리는 설 축제다.",https://whatson.melbourne.vic.gov.au/things-to-do/lunar-new-year,true,21
OCEANIA,AU,호주,멜버른,차이나타운/도심 일대,2,멜버른 설날 축제,CULTURAL_FESTIVAL,"음력설 일정에 따라 매년 1~2월 사이로 개최 시기가 달라질 수 있으며, 퍼레이드, 공연, 음식, 문화 프로그램이 열리는 설 축제다.",https://whatson.melbourne.vic.gov.au/things-to-do/lunar-new-year,true,22
OCEANIA,AU,호주,멜버른,도심/야라강 일대,3,뭄바 페스티벌,FESTIVAL,"노동절 연휴에 퍼레이드, 강변 행사, 놀이기구, 불꽃놀이가 이어지는 멜버른 대표 가족형 축제다.",https://moomba.melbourne.vic.gov.au/,true,23
OCEANIA,AU,호주,멜버른,도심 레스토랑/행사장,3,멜버른 푸드 앤 와인 페스티벌,FOOD_FESTIVAL,"레스토랑, 와이너리, 셰프 프로그램, 도심 미식 행사가 함께 열리는 멜버른 대표 음식·와인 축제다.",https://www.melbournefoodandwine.com.au/,true,24
OCEANIA,AU,호주,멜버른,도심 공연장 일대,3,멜버른 국제 코미디 페스티벌,ART,"국내외 코미디언의 스탠드업, 공연, 쇼케이스가 여러 공연장에서 열리는 대형 코미디 축제다.",https://www.comedyfestival.com.au/,true,25
OCEANIA,AU,호주,멜버른,도심 공연장 일대,4,멜버른 국제 코미디 페스티벌,ART,"국내외 코미디언의 스탠드업, 공연, 쇼케이스가 여러 공연장에서 열리는 대형 코미디 축제다.",https://www.comedyfestival.com.au/,true,26
OCEANIA,AU,호주,멜버른,도심/예술공간 일대,5,라이징 페스티벌,ART,"멜버른 도심에서 공연예술, 음악, 설치미술, 야간 프로그램이 열리는 현대 예술 축제다.",https://rising.melbourne/,true,27
OCEANIA,AU,호주,멜버른,도심/예술공간 일대,6,라이징 페스티벌,ART,"멜버른 도심에서 공연예술, 음악, 설치미술, 야간 프로그램이 열리는 현대 예술 축제다.",https://rising.melbourne/,true,28
OCEANIA,AU,호주,멜버른,멜버른 쇼그라운드,9,로열 멜버른 쇼,FESTIVAL,"농업 전시, 동물 체험, 놀이기구, 공연, 음식이 함께 열리는 빅토리아주의 대표 봄 박람회다.",https://royalshow.com.au/,true,29
OCEANIA,AU,호주,멜버른,도심 공연장/예술공간,9,멜버른 프린지 페스티벌,ART,"독립 공연예술, 실험극, 코미디, 전시가 도시 곳곳에서 열리는 멜버른 대표 프린지 축제다.",https://www.melbournefringe.com.au/,true,30
OCEANIA,AU,호주,멜버른,도심 공연장/예술공간,10,멜버른 프린지 페스티벌,ART,"독립 공연예술, 실험극, 코미디, 전시가 도시 곳곳에서 열리는 멜버른 대표 프린지 축제다.",https://www.melbournefringe.com.au/,true,31
OCEANIA,AU,호주,멜버른,도심 공연장 일대,10,멜버른 국제 재즈 페스티벌,ART,"10월 중순~하순에 열리는 재즈 축제로, 국내외 재즈 뮤지션 공연이 멜버른 여러 무대에서 이어진다.",https://www.melbournejazz.com/,true,32
OCEANIA,AU,호주,멜버른,페더레이션 스퀘어/도심 일대,10,디왈리 멜버른,RELIGIOUS_CULTURAL,"힌두 태음태양력 기준 명절이라 매년 10월 또는 11월 사이로 개최 시기가 달라질 수 있으며, 빛, 공연, 음식, 문화 프로그램이 열리는 인도 문화 축제다.",https://www.celebrateindia.org.au/,true,33
OCEANIA,AU,호주,멜버른,페더레이션 스퀘어/도심 일대,11,디왈리 멜버른,RELIGIOUS_CULTURAL,"힌두 태음태양력 기준 명절이라 매년 10월 또는 11월 사이로 개최 시기가 달라질 수 있으며, 빛, 공연, 음식, 문화 프로그램이 열리는 인도 문화 축제다.",https://www.celebrateindia.org.au/,true,34
OCEANIA,AU,호주,멜버른,도심 전역,11,멜버른 크리스마스 시즌,SEASONAL,"멜버른 도심에서 크리스마스 조명, 트리, 공연, 마켓, 가족 프로그램이 이어지는 연말 시즌이다.",https://whatson.melbourne.vic.gov.au/things-to-do/christmas-festival,true,35
OCEANIA,AU,호주,멜버른,도심 전역,12,멜버른 크리스마스 시즌,SEASONAL,"멜버른 도심에서 크리스마스 조명, 트리, 공연, 마켓, 가족 프로그램이 이어지는 연말 시즌이다.",https://whatson.melbourne.vic.gov.au/things-to-do/christmas-festival,true,36
OCEANIA,AU,호주,멜버른,도심 전역,12,멜버른 새해 전야 행사,HOLIDAY,"도심 여러 지점에서 카운트다운, 가족 프로그램, 야간 불꽃놀이로 새해를 맞이하는 멜버른 연말 행사다.",https://whatson.melbourne.vic.gov.au/things-to-do/new-years-eve,true,37
OCEANIA,AU,호주,브리즈번,써니뱅크/도심 문화공간,2,브리즈번 설날 축제,CULTURAL_FESTIVAL,"음력설을 맞아 아시아 음식, 공연, 사자춤, 가족 프로그램이 열리는 브리즈번의 설 문화 행사다.",https://visit.brisbane.qld.au/whats-on,true,38
OCEANIA,AU,호주,브리즈번,퀸즐랜드 뮤지엄/문화지구,3,월드 사이언스 페스티벌 브리즈번,CULTURE,"과학 토크, 전시, 체험 프로그램, 공연이 함께 열리는 브리즈번 대표 과학 문화 축제다.",https://www.worldsciencefestival.com.au/,true,39
OCEANIA,AU,호주,브리즈번,파워하우스/도심 공연장,4,브리즈번 코미디 페스티벌,ART,국내외 코미디언의 스탠드업과 라이브 코미디 공연이 열리는 브리즈번 대표 코미디 축제다.,https://www.brisbanecomedyfestival.com/,true,40
OCEANIA,AU,호주,브리즈번,머스그레이브 파크,5,파니이리 그리스 페스티벌,CULTURAL_FESTIVAL,"그리스 음식, 전통춤, 음악, 문화 체험이 열리는 퀸즐랜드 대표 그리스 문화 축제다.",https://paniyiri.com/,true,41
OCEANIA,AU,호주,브리즈번,로마 스트리트 파크랜드,7,르 프렌치 페스티벌,CULTURAL_FESTIVAL,"프랑스 음식, 와인, 음악, 마켓, 문화 프로그램을 즐길 수 있는 브리즈번의 프랑스 문화 축제다.",https://lefestival.com.au/,true,42
OCEANIA,AU,호주,브리즈번,브리즈번 쇼그라운드,8,에카 로열 퀸즐랜드 쇼,FESTIVAL,"농업 전시, 동물 체험, 놀이기구, 음식, 공연이 함께 열리는 퀸즐랜드 대표 대형 박람회다.",https://www.ekka.com.au/,true,43
OCEANIA,AU,호주,브리즈번,도심/문화공간 일대,9,브리즈번 페스티벌,ART,"도시 전역에서 공연예술, 음악, 설치미술, 야외 프로그램이 열리는 브리즈번 대표 예술 축제다.",https://www.brisbanefestival.com.au/,true,44
OCEANIA,AU,호주,브리즈번,브리즈번 강/도심 일대,9,리버파이어 브리즈번,FESTIVAL,브리즈번 강과 도심 스카이라인을 배경으로 대형 불꽃놀이와 축제 분위기를 즐기는 브리즈번 페스티벌의 대표 행사다.,https://www.brisbanefestival.com.au/riverfire,true,45
OCEANIA,AU,호주,브리즈번,브리즈번 쇼그라운드,10,옥토버페스트 브리즈번,FOOD_FESTIVAL,"독일 맥주 축제 문화를 바탕으로 음식, 음악, 전통 의상, 가족 프로그램이 열리는 브리즈번의 독일 문화 축제다.",https://oktoberfestbrisbane.com.au/,true,46
OCEANIA,AU,호주,브리즈번,뉴팜 파크/도심 가로수길,10,브리즈번 자카란다 시즌,NATURE,"자카란다 꽃이 도심과 공원 일대에 피어나는 봄 시즌으로, 뉴팜 파크와 강변 산책로가 대표 명소다.",https://visit.brisbane.qld.au/inspiration/where-to-find-the-jacarandas-in-brisbane,true,47
OCEANIA,AU,호주,브리즈번,뉴팜 파크/도심 가로수길,11,브리즈번 자카란다 시즌,NATURE,"자카란다 꽃이 도심과 공원 일대에 피어나는 봄 시즌으로, 뉴팜 파크와 강변 산책로가 대표 명소다.",https://visit.brisbane.qld.au/inspiration/where-to-find-the-jacarandas-in-brisbane,true,48
OCEANIA,AU,호주,브리즈번,도심 전역,11,브리즈번 크리스마스 시즌,SEASONAL,"도심 조명, 크리스마스 마켓, 공연, 가족 프로그램이 이어지는 브리즈번의 연말 시즌이다.",https://www.brisbane.qld.gov.au/whats-on-and-events/christmas-in-brisbane,true,49
OCEANIA,AU,호주,브리즈번,도심 전역,12,브리즈번 크리스마스 시즌,SEASONAL,"도심 조명, 크리스마스 마켓, 공연, 가족 프로그램이 이어지는 브리즈번의 연말 시즌이다.",https://www.brisbane.qld.gov.au/whats-on-and-events/christmas-in-brisbane,true,50
OCEANIA,AU,호주,브리즈번,브리즈번 강/사우스뱅크 일대,12,브리즈번 새해 전야 행사,HOLIDAY,"브리즈번 강과 사우스뱅크 일대에서 카운트다운, 가족 프로그램, 불꽃놀이로 새해를 맞이하는 연말 행사다.",https://visit.brisbane.qld.au/whats-on,true,51
OCEANIA,AU,호주,퍼스,스완강/랭글리 파크,1,퍼스 호주 데이 스카이쇼,NATIONAL_HOLIDAY,1월 26일 호주 데이를 맞아 스완강과 도심 하늘을 배경으로 드론 쇼와 불꽃놀이가 열리는 퍼스 대표 국가 기념일 행사다.,https://perth.wa.gov.au/news-and-updates/all-news/reflect-respect-celebrate-australia-day-in-the-city,true,52
OCEANIA,AU,호주,퍼스,노스브리지/도심 공연장,1,프린지 월드 페스티벌,ART,"퍼스 도심 여러 공연장과 야외 공간에서 코미디, 서커스, 음악, 공연예술이 열리는 대형 프린지 축제다.",https://fringeworld.com.au/,true,53
OCEANIA,AU,호주,퍼스,노스브리지/도심 공연장,2,프린지 월드 페스티벌,ART,"퍼스 도심 여러 공연장과 야외 공간에서 코미디, 서커스, 음악, 공연예술이 열리는 대형 프린지 축제다.",https://fringeworld.com.au/,true,54
OCEANIA,AU,호주,퍼스,도심 공연장/예술공간,2,퍼스 페스티벌,ART,"공연예술, 음악, 문학, 영화, 시각예술 프로그램이 함께 열리는 퍼스 대표 국제 예술 축제다.",https://www.perthfestival.com.au/,true,55
